	mc
WMC2495017	26
WMC2495018	26
WMC2495019	28
WMC2495021	25
WMC2495022	26
WMC2495023	26
WMC2495024	27
WMC2495025	26
WMC2495026	27
WMC2495027	25
WMC2495028	27
WMC2495029	27
WMC2495031	27
WMC2495032	27
WMC2495033	29
WMC2495034	25
WMC2495035	24
WMC2495036	29
WMC2495037	28
WMC2495038	27
WMC2495039	29
WMC2495041	26
WMC2495042	23
WMC2495043	26
WMC2495044	27
WMC2495045	28
WMC2495047	26
WMC2495048	27
WMC2495049	25
WMC2495050	27
WMC2495051	29
WMC2495052	25
WMC2495053	25
WMC2495054	26
WMC2495055	26
WMC2495059	26
WMC2495062	24
WMC2495064	24
WMC2495065	25
WMC2495067	25
WMC2495068	27
WMC2495069	28
WMC2495074	28
WMC2495076	27
WMC2495077	29
WMC2495078	27
WMC2495079	26
WMC2495080	27
WMC2495081	24
WMC2495082	26
WMC2495084	28
WMC2495087	26
WMC2495088	27
WMC2495089	26
WMC2495091	27
WMC2495092	26
WMC2495093	26
WMC2495094	23
WMC2495095	24
WMC2495096	26
WMC2495098	24
WMC2495099	24
WMC2495100	26
WMC2495101	24
WMC2495102	29
WMC2495103	25
WMC2495104	24
WMC2495107	28
WMC2495109	26
WMC2495110	26
WMC2495113	25
WMC2495116	26
WMC2495117	24
WMC2495118	25
WMC2495119	28
WMC2495120	29
WMC2495121	29
WMC2495122	24
WMC2495124	27
WMC2495125	29
WMC2495126	26
WMC2495127	26
WMC2495129	26
WMC2495130	25
WMC2495131	25
WMC2495134	25
WMC2495136	24
WMC2495138	25
WMC2495139	28
WMC2495140	27
WMC2495141	29
WMC2495143	26
WMC2495145	28
WMC2495147	28
WMC2495148	26
WMC2495149	23
WMC2495150	26
WMC2495151	28
WMC2495155	26
WMC2495156	27
WMC2495157	28
WMC2495158	29
WMC2495159	26
WMC2495162	27
WMC2495163	24
WMC2495165	26
WMC2495166	27
WMC2495167	26
WMC2495168	26
WMC2495172	27
WMC2495173	27
WMC2495174	26
WMC2495175	27
WMC2495177	29
WMC2495179	26
WMC2495180	25
WMC2495181	26
WMC2495182	25
WMC2495184	28
WMC2495187	25
WMC2495188	25
WMC2495190	28
WMC2495191	28
WMC2495194	28
WMC2495197	25
WMC2495200	27
WMC2495206	24
WMC2495214	27
WMC2495216	27
WMC2495217	24
WMC2495222	25
WMC2495224	28
WMC2495225	26
WMC2495228	24
WMC2495229	27
WMC2495232	26
WMC2495234	24
WMC2495235	27
WMC2495236	25
WMC2495237	26
WMC2495239	27
WMC2495240	26
WMC2495244	26
WMC2495245	24
WMC2495249	24
WMC2495250	23
WMC2495251	12
WMC2495253	25
WMC2495254	29
WMC2495255	25
WMC2495256	29
WMC2495257	25
WMC2495258	29
WMC2495260	26
WMC2495262	25
WMC2495263	26
WMC2495266	25
WMC2495267	27
WMC2495269	28
WMC2495271	27
WMC2495272	27
WMC2495273	28
WMC2495274	23
WMC2495276	24
WMC2495278	28
WMC2495281	27
WMC2495283	26
WMC2495284	24
WMC2495286	26
WMC2495290	27
WMC2495291	28
WMC2495292	27
WMC2495294	25
WMC2495295	27
WMC2495296	24
WMC2495299	26
WMC2495302	26
WMC2495305	26
WMC2495307	29
WMC2495309	28
WMC2495310	26
WMC2495311	26
WMC2495312	23
WMC2495313	26
WMC2495316	26
WMC2495318	24
WMC2495319	26
WMC2495323	25
WMC2495324	24
WMC2495325	25
WMC2495326	26
WMC2495328	27
WMC2495329	28
WMC2495330	23
WMC2495331	26
WMC2495332	25
WMC2495333	25
WMC2495334	29
WMC2495335	29
WMC2495336	24
WMC2495337	27
WMC2495338	27
WMC2495340	29
WMC2495341	25
WMC2495343	26
WMC2495344	29
WMC2495347	29
WMC2495349	25
WMC2495350	24
WMC2495351	27
WMC2495352	28
WMC2495353	25
WMC2495355	26
WMC2495356	24
WMC2495357	29
WMC2495359	23
WMC2495361	28
WMC2495363	24
WMC2495364	25
WMC2495365	29
WMC2495367	24
WMC2495369	26
WMC2495371	25
WMC2495372	25
WMC2495374	29
WMC2495376	28
WMC2495377	26
WMC2495383	29
WMC2495384	25
WMC2495386	28
WMC2495387	28
WMC2495388	26
WMC2495391	24
WMC2495392	24
WMC2495394	35
WMC2495402	7
WMC2495403	10
WMC2495407	30
WMC2495410	35
WMC2495415	15
WMC2495418	17
WMC2495421	3
WMC2495423	35
WMC2495426	33
WMC2495427	5
WMC2495429	1
WMC2495435	23
WMC2495437	9
WMC2495438	33
WMC2495439	32
WMC2495441	32
WMC2495443	14
WMC2495445	7
WMC2495446	11
WMC2495449	12
WMC2495455	1
WMC2495457	23
WMC2495458	35
WMC2495460	9
WMC2495461	35
WMC2495467	10
WMC2495469	35
WMC2495470	4
WMC2495476	33
WMC2495482	31
WMC2495495	34
WMC2495506	11
WMC2495526	30
WMC2495532	13
WMC2495535	30
WMC2495539	34
WMC2495540	23
WMC2495541	34
WMC2495543	23
WMC2495544	32
WMC2495545	23
WMC2495549	23
WMC2495552	32
WMC2495557	34
WMC2495558	35
WMC2495560	21
WMC2495562	5
WMC2495568	35
WMC2495588	11
WMC2495599	2
WMC2495610	33
WMC2495614	30
WMC2495620	30
WMC2495622	13
WMC2495634	7
WMC2495642	34
WMC2495657	30
WMC2495667	33
WMC2495686	19
WMC2495702	32
WMC2495707	34
WMC2495711	13
WMC2495712	35
WMC2495714	30
WMC2495716	33
WMC2495717	32
WMC2495727	32
WMC2495732	35
WMC2495735	9
WMC2495748	31
WMC2495749	30
WMC2495755	34
WMC2495758	31
WMC2495766	30
WMC2495769	8
WMC2495772	12
WMC2495780	32
WMC2495787	16
WMC2495788	32
WMC2495792	23
WMC2495793	23
WMC2495799	23
WMC2495804	1
WMC2495805	3
WMC2495808	33
WMC2495810	12
WMC2495811	23
WMC2495812	12
WMC2495813	2
WMC2495817	31
WMC2495819	33
WMC2495823	30
WMC2495832	32
WMC2495833	23
WMC2495843	23
WMC2495852	2
WMC2495855	31
WMC2495860	34
WMC2495867	31
WMC2495868	24
WMC2495870	23
WMC2495882	35
WMC2495884	12
WMC2495885	31
WMC2495890	34
WMC2495906	34
WMC2495907	19
WMC2495910	35
WMC2495914	32
WMC2495919	23
WMC2495928	32
WMC2495930	23
WMC2495932	23
WMC2495933	15
WMC2495939	31
WMC2495941	31
WMC2495942	23
WMC2495943	31
WMC2495948	33
WMC2495950	32
WMC2495953	23
WMC2495956	34
WMC2495958	35
WMC2495959	32
WMC2495975	15
WMC2495981	34
WMC2495985	9
WMC2495986	32
WMC2495988	32
WMC2495998	34
WMC2496006	34
WMC2496009	33
WMC2496010	2
WMC2496016	31
WMC2496018	31
WMC2496020	32
WMC2496028	23
WMC2496031	17
WMC2496036	31
WMC2496041	23
WMC2496044	23
WMC2496049	35
WMC2496053	31
WMC2496060	32
WMC2496076	20
WMC2496087	2
WMC2496090	31
WMC2496093	23
WMC2496102	32
WMC2496119	23
WMC2496126	33
WMC2496127	10
WMC2496134	2
WMC2496139	18
WMC2496141	32
WMC2496142	32
WMC2496145	23
WMC2496171	21
WMC2496174	32
WMC2496179	32
WMC2496182	34
WMC2496186	23
WMC2496197	5
WMC2496201	14
WMC2496212	23
WMC2496217	30
WMC2496219	32
WMC2496220	12
WMC2496225	35
WMC2496228	23
WMC2496233	2
WMC2496234	33
WMC2496238	23
WMC2496253	23
WMC2496277	35
WMC2496281	30
WMC2496284	9
WMC2496286	34
WMC2496291	23
WMC2496301	20
WMC2496303	12
WMC2496314	34
WMC2496317	1
WMC2496323	30
WMC2496325	32
WMC2496326	23
WMC2496358	23
WMC2496373	14
WMC2496406	35
WMC2496410	32
WMC2496411	30
WMC2496413	32
WMC2496414	30
WMC2496434	32
WMC2496438	17
WMC2496443	10
WMC2496445	10
WMC2496474	34
WMC2496475	13
WMC2496476	33
WMC2496477	23
WMC2496482	30
WMC2496484	21
WMC2496485	6
WMC2496501	12
WMC2496507	1
WMC2496509	4
WMC2496524	34
WMC2496525	11
WMC2496531	4
WMC2496532	30
WMC2496537	15
WMC2496548	34
WMC2496553	16
WMC2496556	30
WMC2496558	32
WMC2496559	8
WMC2496560	35
WMC2496561	5
WMC2496562	33
WMC2496564	23
WMC2496565	14
WMC2496567	30
WMC2496572	34
WMC2496575	30
WMC2496576	12
WMC2496578	30
WMC2496581	15
WMC2496583	16
WMC2496585	30
WMC2496586	34
WMC2496587	12
WMC2496589	9
WMC2496593	33
WMC2496594	23
WMC2496595	30
WMC2496596	33
WMC2496597	23
WMC2496600	33
WMC2496602	17
WMC2496603	30
WMC2496608	23
WMC2496610	30
WMC2496612	33
WMC2496613	23
WMC2496618	32
WMC2496619	9
WMC2496620	23
WMC2496622	34
WMC2496627	30
WMC2496629	23
WMC2496633	11
WMC2496634	17
WMC2496636	16
WMC2496637	14
WMC2496652	33
WMC2496654	30
WMC2496657	23
WMC2496659	33
WMC2496664	20
WMC2496666	34
WMC2496670	9
WMC2496677	35
WMC2496679	14
WMC2496683	31
WMC2496685	30
WMC2496687	23
WMC2496690	23
WMC2496698	34
WMC2496701	23
WMC2496705	35
WMC2496710	3
WMC2496713	34
WMC2496727	2
WMC2496746	32
WMC2496747	30
WMC2496750	34
WMC2496754	23
WMC2496755	35
WMC2496757	23
WMC2496762	18
WMC2496765	35
WMC2496768	14
WMC2496769	2
WMC2496773	14
WMC2496775	35
WMC2496782	17
WMC2496786	23
WMC2496789	35
WMC2496790	33
WMC2496793	34
WMC2496797	12
WMC2496798	9
WMC2496802	30
WMC2496809	4
WMC2496813	35
WMC2496825	5
WMC2496844	13
WMC2496845	14
WMC2496846	2
WMC2496848	23
WMC2496850	7
WMC2496852	12
WMC2496854	23
WMC2496860	13
WMC2496866	32
WMC2496868	2
WMC2496870	14
WMC2496873	32
WMC2496874	23
WMC2496877	23
WMC2496878	15
WMC2496881	8
WMC2496882	35
WMC2496885	30
WMC2496906	13
WMC2496908	23
WMC2496921	35
WMC2496922	32
WMC2496925	35
WMC2496929	14
WMC2496932	13
WMC2496935	21
WMC2496937	3
WMC2496938	21
WMC2496941	15
WMC2496943	11
WMC2496944	19
WMC2496949	19
WMC2496950	2
WMC2496954	12
WMC2496955	9
WMC2496956	17
WMC2496957	20
WMC2496959	10
WMC2496960	13
WMC2496962	16
WMC2496963	2
WMC2496964	15
WMC2496967	31
WMC2496969	9
WMC2496971	19
WMC2496973	9
WMC2496974	1
WMC2496975	20
WMC2496979	9
WMC2496980	33
WMC2496981	34
WMC2496982	3
WMC2496989	30
WMC2496991	5
WMC2496994	8
WMC2496996	4
WMC2496997	6
WMC2497001	13
WMC2497002	13
WMC2497005	10
WMC2497010	3
WMC2497011	1
WMC2497012	16
WMC2497013	3
WMC2497014	35
WMC2497016	11
WMC2497018	15
WMC2497021	6
WMC2497022	30
WMC2497024	6
WMC2497033	20
WMC2497041	10
WMC2497045	2
WMC2497047	4
WMC2497048	11
WMC2497050	3
WMC2497052	1
WMC2497058	6
WMC2497061	32
WMC2497067	20
WMC2497070	14
WMC2497071	2
WMC2497079	12
WMC2497080	13
WMC2497095	10
WMC2497096	10
WMC2497097	3
WMC2497100	17
WMC2497120	14
WMC2497127	19
WMC2497134	33
WMC2497155	30
WMC2497156	11
WMC2497157	1
WMC2497158	7
WMC2497159	19
WMC2497160	14
WMC2497162	17
WMC2497165	33
WMC2497166	19
WMC2497171	19
WMC2497172	11
WMC2497174	2
WMC2497175	18
WMC2497182	6
WMC2497188	13
WMC2497189	12
WMC2497190	6
WMC2497191	1
WMC2497206	1
WMC2497210	2
WMC2497212	14
WMC2497223	1
WMC2497228	14
WMC2497231	1
WMC2497238	10
WMC2497240	7
WMC2497241	14
WMC2497243	35
WMC2497244	11
WMC2497245	3
WMC2497246	14
WMC2497254	5
WMC2497260	14
WMC2497263	11
WMC2497264	33
WMC2497267	13
WMC2497269	1
WMC2497276	2
WMC2497278	14
WMC2497279	11
WMC2497285	1
WMC2497291	18
WMC2497293	12
WMC2497295	17
WMC2497296	5
WMC2497302	14
WMC2497304	13
WMC2497313	3
WMC2497314	21
WMC2497315	21
WMC2497316	35
WMC2497321	8
WMC2497322	17
WMC2497323	3
WMC2497326	3
WMC2497327	19
WMC2497328	6
WMC2497329	33
WMC2497330	2
WMC2497331	12
WMC2497332	2
WMC2497333	3
WMC2497334	6
WMC2497335	1
WMC2497336	16
WMC2497337	19
WMC2497338	35
WMC2497340	32
WMC2497341	8
WMC2497342	19
WMC2497344	21
WMC2497345	21
WMC2497347	9
WMC2497348	33
WMC2497349	3
WMC2497351	19
WMC2497355	20
WMC2497356	18
WMC2497357	2
WMC2497358	13
WMC2497359	33
WMC2497360	21
WMC2497363	20
WMC2497364	35
WMC2497365	30
WMC2497368	1
WMC2497369	6
WMC2497371	1
WMC2497372	18
WMC2497373	2
WMC2497376	17
WMC2497378	17
WMC2497381	3
WMC2497384	1
WMC2497386	21
WMC2497387	15
WMC2497388	3
WMC2497389	18
WMC2497390	1
WMC2497393	19
WMC2497396	2
WMC2497400	18
WMC2497401	2
WMC2497402	33
WMC2497405	12
WMC2497411	2
WMC2497414	2
WMC2497415	16
WMC2497417	2
WMC2497421	18
WMC2497422	2
WMC2497425	34
WMC2497428	14
WMC2497429	10
WMC2497430	12
WMC2497431	1
WMC2497434	33
WMC2497439	35
WMC2497440	3
WMC2497441	33
WMC2497443	17
WMC2497445	1
WMC2497446	12
WMC2497447	1
WMC2497448	15
WMC2497450	18
WMC2497452	2
WMC2497456	16
WMC2497461	19
WMC2497462	1
WMC2497464	3
WMC2497465	10
WMC2497466	18
WMC2497468	13
WMC2497469	17
WMC2497470	2
WMC2497472	10
WMC2497480	33
WMC2497482	2
WMC2497483	35
WMC2497488	31
WMC2497489	19
WMC2497490	33
WMC2497491	1
WMC2497494	20
WMC2497502	18
WMC2497508	2
WMC2497511	18
WMC2497515	14
WMC2497519	8
WMC2497520	35
WMC2497523	34
WMC2497528	2
WMC2497532	3
WMC2497533	16
WMC2497534	1
WMC2497539	19
WMC2497544	19
WMC2497545	19
WMC2497549	17
WMC2497552	17
WMC2497553	12
WMC2497554	19
WMC2497555	3
WMC2497556	19
WMC2497557	3
WMC2497558	3
WMC2497564	19
WMC2497565	17
WMC2497566	1
WMC2497567	1
WMC2497570	1
WMC2497572	9
WMC2497573	18
WMC2497575	18
WMC2497576	17
WMC2497577	18
WMC2497592	8
WMC2497593	20
WMC2497595	17
WMC2497596	17
WMC2497598	17
WMC2497600	2
WMC2497604	9
WMC2497606	3
WMC2497609	18
WMC2497612	13
WMC2497616	17
WMC2497622	3
WMC2497623	19
WMC2497624	4
WMC2497626	16
WMC2497628	20
WMC2497632	20
WMC2497633	2
WMC2497634	2
WMC2497637	15
WMC2497644	18
WMC2497646	2
WMC2497648	3
WMC2497649	16
WMC2497650	15
WMC2497651	19
WMC2497652	3
WMC2497654	33
WMC2497657	6
WMC2497661	3
WMC2497663	7
WMC2497668	30
WMC2497670	1
WMC2497672	17
WMC2497674	19
WMC2497675	26
WMC2497676	21
WMC2497677	18
WMC2497678	10
WMC2497679	3
WMC2497680	19
WMC2497686	3
WMC2497689	6
WMC2497690	19
WMC2497693	7
WMC2497696	8
WMC2497697	10
WMC2497700	35
WMC2497702	10
WMC2497703	4
WMC2497706	8
WMC2497707	11
WMC2497709	8
WMC2497710	17
WMC2497711	11
WMC2497714	9
WMC2497715	35
WMC2497716	17
WMC2497717	2
WMC2497718	19
WMC2497724	30
WMC2497726	5
WMC2497727	7
WMC2497728	16
WMC2497730	14
WMC2497731	7
WMC2497732	14
WMC2497733	17
WMC2497734	6
WMC2497736	33
WMC2497740	3
WMC2497741	8
WMC2497742	19
WMC2497744	11
WMC2497745	19
WMC2497748	11
WMC2497749	21
WMC2497750	19
WMC2497752	7
WMC2497753	19
WMC2497755	10
WMC2497756	10
WMC2497757	8
WMC2497759	2
WMC2497762	14
WMC2497763	2
WMC2497764	15
WMC2497765	10
WMC2497766	8
WMC2497767	15
WMC2497768	33
WMC2497772	11
WMC2497774	2
WMC2497775	17
WMC2497776	35
WMC2497777	21
WMC2497778	8
WMC2497779	13
WMC2497780	9
WMC2497781	19
WMC2497782	1
WMC2497783	15
WMC2497784	16
WMC2497786	6
WMC2497789	19
WMC2497790	17
WMC2497791	5
WMC2497792	10
WMC2497801	17
WMC2497808	17
WMC2497809	30
WMC2497811	20
WMC2497820	35
WMC2497822	9
WMC2497827	19
WMC2497828	11
WMC2497831	10
WMC2497835	1
WMC2497838	3
WMC2497839	10
WMC2497841	1
WMC2497842	8
WMC2497846	11
WMC2497847	19
WMC2497848	16
WMC2497850	2
WMC2497852	5
WMC2497853	10
WMC2497856	14
WMC2497864	20
WMC2497867	35
WMC2497868	21
WMC2497870	13
WMC2497871	2
WMC2497872	15
WMC2497875	5
WMC2497878	17
WMC2497883	7
WMC2497886	5
WMC2497887	8
WMC2497892	18
WMC2497895	2
WMC2497902	20
WMC2497903	14
WMC2497905	11
WMC2497906	10
WMC2497907	17
WMC2497908	4
WMC2497912	9
WMC2497915	9
WMC2497917	4
WMC2497918	11
WMC2497921	33
WMC2497923	17
WMC2497924	13
WMC2497925	8
WMC2497926	13
WMC2497929	2
WMC2497933	17
WMC2497934	18
WMC2497940	21
WMC2497941	33
WMC2497942	17
WMC2497943	18
WMC2497948	18
WMC2497949	32
WMC2497950	11
WMC2497954	31
WMC2497956	17
WMC2497959	18
WMC2497961	14
WMC2497964	13
WMC2497965	31
WMC2497969	20
WMC2497970	23
WMC2497971	9
WMC2497974	7
WMC2497980	13
WMC2497985	1
WMC2497990	11
WMC2497994	11
WMC2497996	11
WMC2497997	15
WMC2497999	12
WMC2498005	12
WMC2498006	10
WMC2498008	13
WMC2498011	17
WMC2498013	17
WMC2498015	1
WMC2498016	19
WMC2498019	7
WMC2498020	10
WMC2498021	3
WMC2498025	11
WMC2498028	14
WMC2498030	10
WMC2498031	4
WMC2498032	11
WMC2498035	33
WMC2498036	19
WMC2498038	5
WMC2498039	10
WMC2498046	1
WMC2498055	30
WMC2498059	10
WMC2498061	6
WMC2498063	13
WMC2498064	7
WMC2498071	6
WMC2498075	30
WMC2498076	12
WMC2498077	30
WMC2498080	13
