	mc
WMC2375968	101
WMC2376353	1
WMC2376354	52
WMC2376355	1
WMC2376356	44
WMC2376357	1
WMC2376358	50
WMC2376359	55
WMC2376362	73
WMC2376365	115
WMC2376366	45
WMC2376369	70
WMC2376370	56
WMC2376371	38
WMC2376374	51
WMC2376375	53
WMC2376376	57
WMC2376377	103
WMC2376378	41
WMC2376379	37
WMC2376380	89
WMC2376381	112
WMC2376382	57
WMC2376383	38
WMC2376384	2
WMC2376388	55
WMC2376389	45
WMC2376391	100
WMC2376392	64
WMC2376393	37
WMC2376394	37
WMC2376395	45
WMC2376396	74
WMC2376397	66
WMC2376398	41
WMC2376400	74
WMC2376401	92
WMC2376403	66
WMC2376404	39
WMC2376405	120
WMC2376406	80
WMC2376407	74
WMC2376408	44
WMC2376411	61
WMC2376412	37
WMC2376413	53
WMC2376414	58
WMC2376415	71
WMC2376416	45
WMC2376419	100
WMC2376420	107
WMC2376421	80
WMC2376422	67
WMC2376423	92
WMC2376425	115
WMC2376427	59
WMC2376428	43
WMC2376429	39
WMC2376430	63
WMC2376431	86
WMC2376432	99
WMC2376435	86
WMC2376436	92
WMC2376437	1
WMC2376439	44
WMC2376440	48
WMC2376441	39
WMC2376442	91
WMC2376443	37
WMC2376444	54
WMC2376446	39
WMC2376447	71
WMC2376449	45
WMC2376451	66
WMC2376452	1
WMC2376455	120
WMC2376457	44
WMC2376461	97
WMC2376463	92
WMC2376465	49
WMC2376466	97
WMC2376467	94
WMC2376470	52
WMC2376471	58
WMC2376482	39
WMC2376484	63
WMC2376486	1
WMC2376487	44
WMC2376492	40
WMC2376497	40
WMC2376499	1
WMC2376502	69
WMC2376503	101
WMC2376504	100
WMC2376506	39
WMC2376507	1
WMC2376510	73
WMC2376511	47
WMC2376512	40
WMC2376515	101
WMC2376519	56
WMC2376521	99
WMC2376524	91
WMC2376525	73
WMC2376528	41
WMC2376531	59
WMC2376532	37
WMC2376533	103
WMC2376538	47
WMC2376546	41
WMC2376550	41
WMC2376551	64
WMC2376554	58
WMC2376555	91
WMC2376560	95
WMC2376562	100
WMC2376563	67
WMC2376566	1
WMC2376568	54
WMC2376570	1
WMC2376571	39
WMC2376572	53
WMC2376575	62
WMC2376577	1
WMC2376581	107
WMC2376585	107
WMC2376589	102
WMC2376590	100
WMC2376597	56
WMC2376598	91
WMC2376601	86
WMC2376602	37
WMC2376605	42
WMC2376606	1
WMC2376612	115
WMC2376613	97
WMC2376617	42
WMC2376621	49
WMC2376622	44
WMC2376623	98
WMC2376627	56
WMC2376628	1
WMC2376629	82
WMC2376630	1
WMC2376632	37
WMC2376636	53
WMC2376638	52
WMC2376642	1
WMC2376643	1
WMC2376647	57
WMC2376650	1
WMC2376653	52
WMC2376654	53
WMC2376655	47
WMC2376660	1
WMC2376661	42
WMC2376662	68
WMC2376663	100
WMC2376668	65
WMC2376669	38
WMC2376670	43
WMC2376676	89
WMC2376677	65
WMC2376679	96
WMC2376681	42
WMC2376684	77
WMC2376685	100
WMC2376686	43
WMC2376687	61
WMC2376689	45
WMC2376690	37
WMC2376693	56
WMC2376695	85
WMC2376696	61
WMC2376699	2
WMC2376700	39
WMC2376701	41
WMC2376703	54
WMC2376708	85
WMC2376709	85
WMC2376711	52
WMC2376715	110
WMC2376717	86
WMC2376719	79
WMC2376723	83
WMC2376726	37
WMC2376727	50
WMC2376732	1
WMC2376734	37
WMC2376737	26
WMC2376738	33
WMC2376739	16
WMC2376742	6
WMC2376743	17
WMC2376746	20
WMC2376747	35
WMC2376748	21
WMC2376749	7
WMC2376750	29
WMC2376751	33
WMC2376753	20
WMC2376754	11
WMC2376755	17
WMC2376756	17
WMC2376758	16
WMC2376761	16
WMC2376762	23
WMC2376763	20
WMC2376764	14
WMC2376766	23
WMC2376767	16
WMC2376768	17
WMC2376769	10
WMC2376771	28
WMC2376772	30
WMC2376773	30
WMC2376774	29
WMC2376775	24
WMC2376776	30
WMC2376777	18
WMC2376778	20
WMC2376781	16
WMC2376782	6
WMC2376783	29
WMC2376784	13
WMC2376785	22
WMC2376787	31
WMC2376788	28
WMC2376789	13
WMC2376790	35
WMC2376791	26
WMC2376792	11
WMC2376793	22
WMC2376795	33
WMC2376796	7
WMC2376797	16
WMC2376798	15
WMC2376799	32
WMC2376800	31
WMC2376801	9
WMC2376802	13
WMC2376803	16
WMC2376805	33
WMC2376806	13
WMC2376807	8
WMC2376808	35
WMC2376810	30
WMC2376811	22
WMC2376812	33
WMC2376813	30
WMC2376814	29
WMC2376815	23
WMC2376816	16
WMC2376819	1
WMC2376820	5
WMC2376821	24
WMC2376822	18
WMC2376823	35
WMC2376824	9
WMC2376825	17
WMC2376826	1
WMC2376827	20
WMC2376828	7
WMC2376829	33
WMC2376830	23
WMC2376831	27
WMC2376832	6
WMC2376833	22
WMC2376834	20
WMC2376836	23
WMC2376841	33
WMC2376844	20
WMC2376845	22
WMC2376846	8
WMC2376849	22
WMC2376850	16
WMC2376851	26
WMC2376852	8
WMC2376855	22
WMC2376856	35
WMC2376857	12
WMC2376858	9
WMC2376860	10
WMC2376861	32
WMC2376862	33
WMC2376863	33
WMC2376864	25
WMC2376865	17
WMC2376869	13
WMC2376870	30
WMC2376871	16
WMC2376874	33
WMC2376876	23
WMC2376878	30
WMC2376879	18
WMC2376881	21
WMC2376882	20
WMC2376883	30
WMC2376884	35
WMC2376885	32
WMC2376892	33
WMC2376893	16
WMC2376896	1
WMC2376897	32
WMC2376901	32
WMC2376903	15
WMC2376904	33
WMC2376905	17
WMC2376906	18
WMC2376909	13
WMC2376910	22
WMC2376911	33
WMC2376913	34
WMC2376914	35
WMC2376916	31
WMC2376917	22
WMC2376918	25
WMC2376919	27
WMC2376920	35
WMC2376921	35
WMC2376922	7
WMC2376924	10
WMC2376925	15
WMC2376926	36
WMC2376928	22
WMC2376930	31
WMC2376932	35
WMC2376938	30
WMC2376940	36
WMC2376942	13
WMC2376945	36
WMC2376947	8
WMC2376949	27
WMC2376950	7
WMC2376952	35
WMC2376954	35
WMC2376957	7
WMC2376959	35
WMC2376960	26
WMC2376961	15
WMC2376963	6
WMC2376964	31
WMC2376965	7
WMC2376966	25
WMC2376974	35
WMC2376975	22
WMC2376977	23
WMC2376978	15
WMC2376979	20
WMC2376981	32
WMC2376983	13
WMC2376984	25
WMC2376985	17
WMC2376986	30
WMC2376987	30
WMC2376990	36
WMC2376991	25
WMC2376992	33
WMC2376993	24
WMC2376997	12
WMC2376998	18
WMC2376999	13
WMC2377000	33
WMC2377001	34
WMC2377003	28
WMC2377004	17
WMC2377005	28
WMC2377006	26
WMC2377007	12
WMC2377008	9
WMC2377009	20
WMC2377011	9
WMC2377012	23
WMC2377014	32
WMC2377015	14
WMC2377017	30
WMC2377019	26
WMC2377020	11
WMC2377021	26
WMC2377022	31
WMC2377023	26
WMC2377024	6
WMC2377026	29
WMC2377028	35
WMC2377029	20
WMC2377033	22
WMC2377034	35
WMC2377035	17
WMC2377036	35
WMC2377037	29
WMC2377038	10
WMC2377039	22
WMC2377042	36
WMC2377043	35
WMC2377044	29
WMC2377045	9
WMC2377046	32
WMC2377047	17
WMC2377048	31
WMC2377049	17
WMC2377052	8
WMC2377053	23
WMC2377055	26
WMC2377058	17
WMC2377060	30
WMC2377061	13
WMC2377062	35
WMC2377064	23
WMC2377065	21
WMC2377066	21
WMC2377068	20
WMC2377069	11
WMC2377070	26
WMC2377073	6
WMC2377076	20
WMC2377078	27
WMC2377079	17
WMC2377081	14
WMC2377082	28
WMC2377083	10
WMC2377084	20
WMC2377085	18
WMC2377087	27
WMC2377089	16
WMC2377091	18
WMC2377093	20
WMC2377094	35
WMC2377095	20
WMC2377096	21
WMC2377097	34
WMC2377100	32
WMC2377101	18
WMC2377102	20
WMC2377103	14
WMC2377105	8
WMC2377106	35
WMC2377107	8
WMC2377108	17
WMC2377109	11
WMC2377110	28
WMC2377112	33
WMC2377114	35
WMC2377115	12
WMC2377116	20
WMC2377117	20
WMC2377118	32
WMC2377120	24
WMC2377121	97
WMC2377122	91
WMC2377124	104
WMC2377126	107
WMC2377127	90
WMC2377130	93
WMC2377131	61
WMC2377132	84
WMC2377133	62
WMC2377134	59
WMC2377135	113
WMC2377137	97
WMC2377138	91
WMC2377140	88
WMC2377141	111
WMC2377142	92
WMC2377144	65
WMC2377145	66
WMC2377146	103
WMC2377147	65
WMC2377148	53
WMC2377149	83
WMC2377150	54
WMC2377151	94
WMC2377155	120
WMC2377156	72
WMC2377159	91
WMC2377160	89
WMC2377161	107
WMC2377162	104
WMC2377165	79
WMC2377166	63
WMC2377167	91
WMC2377168	75
WMC2377171	105
WMC2377172	98
WMC2377173	82
WMC2377174	57
WMC2377175	92
WMC2377179	64
WMC2377180	92
WMC2377181	77
WMC2377183	79
WMC2377184	74
WMC2377186	75
WMC2377190	91
WMC2377191	61
WMC2377192	73
WMC2377193	65
WMC2377194	111
WMC2377195	87
WMC2377196	113
WMC2377198	92
WMC2377200	91
WMC2377203	75
WMC2377206	3
WMC2377207	93
WMC2377208	117
WMC2377209	43
WMC2377210	83
WMC2377212	93
WMC2377214	91
WMC2377215	87
WMC2377216	71
WMC2377218	77
WMC2377220	56
WMC2377222	91
WMC2377223	64
WMC2377225	69
WMC2377227	110
WMC2377228	93
WMC2377229	87
WMC2377231	79
WMC2377233	65
WMC2377235	61
WMC2377236	102
WMC2377238	91
WMC2377239	88
WMC2377241	86
WMC2377243	45
WMC2377244	92
WMC2377245	99
WMC2377246	88
WMC2377247	86
WMC2377249	70
WMC2377250	92
WMC2377253	75
WMC2377254	91
WMC2377255	92
WMC2377259	79
WMC2377260	88
WMC2377263	76
WMC2377269	50
WMC2377271	87
WMC2377272	108
WMC2377274	93
WMC2377275	94
WMC2377276	84
WMC2377279	70
WMC2377281	56
WMC2377289	89
WMC2377291	92
WMC2377292	74
WMC2377297	54
WMC2377299	91
WMC2377301	39
WMC2377302	100
WMC2377303	112
WMC2377307	100
WMC2377310	91
WMC2377315	50
WMC2377316	118
WMC2377318	87
WMC2377319	97
WMC2377323	113
WMC2377324	89
WMC2377326	102
WMC2377328	91
WMC2377330	93
WMC2377334	111
WMC2377337	92
WMC2377339	105
WMC2377340	90
WMC2377343	89
WMC2377352	81
WMC2377354	91
WMC2377359	97
WMC2377360	68
WMC2377365	50
WMC2377367	46
WMC2377368	87
WMC2377370	115
WMC2377372	74
WMC2377374	71
WMC2377376	87
WMC2377380	95
WMC2377385	70
WMC2377387	54
WMC2377391	64
WMC2377393	45
WMC2377397	59
WMC2377399	58
WMC2377400	82
WMC2377401	94
WMC2377402	56
WMC2377405	39
WMC2377406	107
WMC2377407	65
WMC2377408	98
WMC2377410	91
WMC2377412	107
WMC2377415	88
WMC2377418	88
WMC2377420	93
WMC2377425	103
WMC2377428	60
WMC2377430	115
WMC2377431	59
WMC2377432	91
WMC2377437	88
WMC2377438	91
WMC2377441	62
WMC2377442	50
WMC2377445	92
WMC2377450	78
WMC2377452	95
WMC2377453	96
WMC2377455	74
WMC2377456	84
WMC2377458	88
WMC2377459	87
WMC2377461	48
WMC2377462	80
WMC2377464	73
WMC2377465	54
WMC2377468	103
WMC2377471	116
WMC2377473	92
WMC2377477	93
WMC2377479	91
WMC2377481	99
WMC2377485	97
WMC2377487	92
WMC2377489	54
WMC2377490	70
WMC2377494	90
WMC2377495	91
WMC2377498	92
WMC2377499	69
WMC2377501	85
WMC2377504	107
WMC2377506	45
WMC2377507	92
WMC2377517	45
WMC2377519	98
WMC2377523	80
WMC2377525	83
WMC2377526	88
WMC2377531	64
WMC2377533	54
WMC2377534	55
WMC2377535	5
WMC2377536	74
WMC2377538	97
WMC2377541	97
WMC2377542	32
WMC2377544	77
WMC2377547	63
WMC2377551	56
WMC2377554	88
WMC2377555	55
WMC2377557	101
WMC2377558	90
WMC2377560	92
WMC2377566	56
WMC2377567	81
WMC2377570	105
WMC2377571	52
WMC2377572	67
WMC2377573	97
WMC2377574	58
WMC2377575	88
WMC2377579	92
WMC2377581	81
WMC2377582	101
WMC2377583	93
WMC2377587	58
WMC2377589	86
WMC2377590	54
WMC2377592	47
WMC2377594	101
WMC2377595	82
WMC2377596	93
WMC2377599	53
WMC2377604	101
WMC2377610	56
WMC2377612	56
WMC2377614	91
WMC2377618	115
WMC2377620	59
WMC2377621	108
WMC2377624	66
WMC2377625	1
WMC2377629	122
WMC2377630	81
WMC2377631	96
WMC2377638	92
WMC2377644	91
WMC2377646	92
WMC2377654	101
WMC2377660	115
WMC2377663	88
WMC2377667	100
WMC2377669	53
WMC2377671	73
WMC2377675	51
WMC2377676	92
WMC2377677	42
WMC2377682	90
WMC2377685	75
WMC2377688	87
WMC2377695	84
WMC2377696	95
WMC2377697	95
WMC2377708	63
WMC2377709	94
WMC2377712	91
WMC2377713	93
WMC2377714	88
WMC2377719	46
WMC2377722	99
WMC2377724	95
WMC2377726	107
WMC2377727	59
WMC2377738	66
WMC2377741	36
WMC2377742	121
WMC2377743	90
WMC2377750	77
WMC2377753	98
WMC2377763	86
WMC2377764	71
WMC2377767	92
WMC2377768	47
WMC2377769	118
WMC2377772	73
WMC2377774	97
WMC2377777	93
WMC2377779	81
WMC2377783	61
WMC2377785	87
WMC2377786	54
WMC2377791	88
WMC2377792	65
WMC2377794	92
WMC2377799	56
WMC2377803	91
WMC2377804	86
WMC2377806	95
WMC2377809	80
WMC2377812	81
WMC2377813	67
WMC2377814	80
WMC2377816	113
WMC2377820	91
WMC2377821	91
WMC2377822	96
WMC2377829	46
WMC2377830	80
WMC2377833	55
WMC2377834	101
WMC2377836	96
WMC2377843	48
WMC2377847	68
WMC2377850	110
WMC2377862	92
WMC2377866	89
WMC2377867	91
WMC2377868	78
WMC2377869	52
WMC2377872	116
WMC2377873	91
WMC2377874	70
WMC2377875	71
WMC2377876	97
WMC2377880	58
WMC2377882	62
WMC2377885	24
WMC2377886	94
WMC2377887	102
WMC2481569	48
WMC2481571	43
WMC2481572	39
WMC2481573	55
WMC2481574	47
WMC2481575	77
WMC2481577	37
WMC2481579	59
WMC2481580	55
WMC2481581	40
WMC2481583	72
WMC2481584	37
WMC2481586	54
WMC2481587	55
WMC2481588	87
WMC2481589	38
WMC2481590	55
WMC2481591	44
WMC2481594	55
WMC2481595	61
WMC2481596	48
WMC2481597	44
WMC2481598	1
WMC2481599	54
WMC2481600	58
WMC2481603	44
WMC2481604	58
WMC2481605	43
WMC2481607	55
WMC2481608	48
WMC2481609	94
WMC2481610	57
WMC2481611	90
WMC2481612	52
WMC2481613	51
WMC2481614	55
WMC2481615	38
WMC2481616	108
WMC2481617	44
WMC2481618	47
WMC2481619	52
WMC2481620	63
WMC2481621	55
WMC2481622	99
WMC2481623	44
WMC2481624	55
WMC2481625	41
WMC2481626	115
WMC2481627	55
WMC2481628	48
WMC2481629	48
WMC2481630	104
WMC2481631	45
WMC2481632	44
WMC2481633	91
WMC2481634	55
WMC2481635	44
WMC2481636	52
WMC2481639	42
WMC2481640	48
WMC2481641	42
WMC2481642	55
WMC2481643	81
WMC2481644	55
WMC2481645	106
WMC2481646	48
WMC2481647	44
WMC2481648	55
WMC2481649	55
WMC2481651	1
WMC2481652	115
WMC2481653	84
WMC2481654	53
WMC2481655	65
WMC2481656	64
WMC2481657	59
WMC2481658	43
WMC2481659	54
WMC2481660	37
WMC2481661	55
WMC2481662	80
WMC2481663	40
WMC2481671	52
WMC2481682	37
WMC2481685	44
WMC2481692	42
WMC2481693	37
WMC2481695	70
WMC2481696	68
WMC2481699	37
WMC2481701	40
WMC2481702	100
WMC2481705	52
WMC2481706	55
WMC2481711	37
WMC2481712	52
WMC2481713	55
WMC2481714	45
WMC2481715	56
WMC2481716	37
WMC2481718	90
WMC2481719	42
WMC2481720	55
WMC2481721	37
WMC2481722	37
WMC2481723	43
WMC2481724	89
WMC2481725	85
WMC2481727	111
WMC2481728	37
WMC2481729	92
WMC2481732	48
WMC2481733	1
WMC2481735	103
WMC2481736	60
WMC2481738	55
WMC2481739	100
WMC2481740	55
WMC2481743	46
WMC2481746	42
WMC2481748	42
WMC2481749	44
WMC2481750	55
WMC2481751	42
WMC2481752	44
WMC2481754	42
WMC2481756	37
WMC2481758	55
WMC2481760	55
WMC2481762	100
WMC2481765	44
WMC2481767	38
WMC2481769	59
WMC2481771	93
WMC2481774	37
WMC2481775	63
WMC2481776	101
WMC2481779	37
WMC2481781	74
WMC2481787	53
WMC2481789	42
WMC2481790	37
WMC2481796	100
WMC2481797	1
WMC2481798	37
WMC2481799	37
WMC2481801	52
WMC2481802	55
WMC2481804	57
WMC2481805	44
WMC2481806	47
WMC2481809	1
WMC2481812	48
WMC2481813	42
WMC2481814	55
WMC2481815	48
WMC2481818	42
WMC2481819	42
WMC2481823	51
WMC2481824	55
WMC2481828	44
WMC2481829	44
WMC2481830	48
WMC2481837	68
WMC2481839	44
WMC2481841	48
WMC2481843	117
WMC2481845	48
WMC2481846	42
WMC2481849	46
WMC2481852	1
WMC2481853	55
WMC2481854	48
WMC2481855	55
WMC2481862	1
WMC2481863	96
WMC2481866	52
WMC2481867	79
WMC2481868	42
WMC2481870	37
WMC2481871	74
WMC2481872	55
WMC2481873	48
WMC2481876	38
WMC2481877	82
WMC2481878	96
WMC2481879	101
WMC2481881	40
WMC2481885	44
WMC2481886	1
WMC2481888	93
WMC2481889	53
WMC2481892	40
WMC2481893	37
WMC2481894	48
WMC2481896	75
WMC2481898	37
WMC2481900	44
WMC2481901	45
WMC2481902	42
WMC2481903	44
WMC2481904	100
WMC2481905	65
WMC2481906	55
WMC2481907	37
WMC2481908	55
WMC2481910	44
WMC2481911	51
WMC2481913	37
WMC2481915	55
WMC2481917	44
WMC2481918	38
WMC2481919	37
WMC2481920	99
WMC2481921	44
WMC2481924	44
WMC2481925	48
WMC2481928	40
WMC2481929	44
WMC2481930	44
WMC2481931	1
WMC2481932	55
WMC2481933	56
WMC2481934	42
WMC2481935	42
WMC2481936	1
WMC2481939	91
WMC2481942	37
WMC2481943	56
WMC2481944	48
WMC2481946	55
WMC2481948	80
WMC2481949	104
WMC2481950	37
WMC2481952	55
WMC2481954	1
WMC2481955	16
WMC2481956	8
WMC2481958	26
WMC2481959	12
WMC2481962	36
WMC2481963	32
WMC2481964	32
WMC2481966	7
WMC2481967	31
WMC2481968	28
WMC2481969	17
WMC2481970	9
WMC2481974	11
WMC2481975	17
WMC2481976	25
WMC2481978	6
WMC2481982	7
WMC2481983	37
WMC2481984	8
WMC2481986	23
WMC2481987	36
WMC2481988	15
WMC2481989	26
WMC2481991	9
WMC2481992	35
WMC2481993	12
WMC2481994	26
WMC2481995	33
WMC2481996	10
WMC2481997	30
WMC2481998	6
WMC2481999	9
WMC2482000	8
WMC2482003	32
WMC2482005	9
WMC2482006	12
WMC2482007	25
WMC2482008	32
WMC2482009	26
WMC2482010	7
WMC2482011	26
WMC2482012	10
WMC2482013	13
WMC2482015	33
WMC2482016	22
WMC2482017	31
WMC2482018	9
WMC2482019	17
WMC2482020	31
WMC2482022	35
WMC2482023	14
WMC2482024	25
WMC2482025	27
WMC2482026	19
WMC2482027	13
WMC2482028	23
WMC2482029	7
WMC2482031	17
WMC2482032	32
WMC2482033	11
WMC2482035	37
WMC2482036	13
WMC2482038	35
WMC2482039	12
WMC2482040	22
WMC2482041	29
WMC2482042	17
WMC2482043	20
WMC2482044	21
WMC2482045	27
WMC2482046	35
WMC2482047	13
WMC2482048	30
WMC2482051	32
WMC2482052	30
WMC2482054	23
WMC2482055	28
WMC2482057	28
WMC2482058	26
WMC2482060	8
WMC2482062	26
WMC2482068	27
WMC2482071	25
WMC2482072	20
WMC2482075	32
WMC2482076	14
WMC2482078	29
WMC2482079	26
WMC2482081	34
WMC2482083	24
WMC2482085	11
WMC2482086	36
WMC2482087	27
WMC2482088	17
WMC2482089	22
WMC2482090	31
WMC2482091	10
WMC2482095	30
WMC2482096	7
WMC2482099	29
WMC2482102	7
WMC2482103	7
WMC2482104	6
WMC2482106	8
WMC2482109	9
WMC2482110	26
WMC2482112	15
WMC2482115	35
WMC2482116	29
WMC2482117	30
WMC2482119	31
WMC2482120	35
WMC2482121	1
WMC2482123	8
WMC2482124	6
WMC2482126	35
WMC2482127	9
WMC2482130	12
WMC2482131	28
WMC2482133	8
WMC2482134	14
WMC2482135	33
WMC2482136	12
WMC2482138	34
WMC2482139	13
WMC2482140	12
WMC2482142	16
WMC2482143	35
WMC2482144	32
WMC2482145	9
WMC2482146	23
WMC2482148	30
WMC2482151	8
WMC2482154	17
WMC2482156	12
WMC2482157	25
WMC2482158	36
WMC2482160	34
WMC2482161	19
WMC2482163	7
WMC2482164	12
WMC2482165	24
WMC2482166	19
WMC2482168	25
WMC2482170	17
WMC2482171	36
WMC2482174	21
WMC2482175	33
WMC2482176	15
WMC2482181	12
WMC2482182	23
WMC2482184	11
WMC2482190	12
WMC2482191	14
WMC2482192	24
WMC2482193	10
WMC2482196	14
WMC2482197	9
WMC2482198	31
WMC2482199	11
WMC2482200	32
WMC2482201	10
WMC2482202	11
WMC2482203	10
WMC2482206	20
WMC2482207	27
WMC2482209	11
WMC2482210	12
WMC2482211	16
WMC2482213	17
WMC2482215	83
WMC2482216	29
WMC2482217	36
WMC2482218	16
WMC2482219	30
WMC2482220	10
WMC2482222	22
WMC2482223	25
WMC2482224	25
WMC2482226	25
WMC2482227	28
WMC2482228	8
WMC2482229	12
WMC2482230	17
WMC2482232	6
WMC2482233	20
WMC2482236	12
WMC2482237	1
WMC2482238	10
WMC2482239	11
WMC2482240	30
WMC2482241	12
WMC2482244	32
WMC2482245	31
WMC2482246	20
WMC2482247	14
WMC2482249	26
WMC2482250	13
WMC2482251	11
WMC2482253	28
WMC2482254	10
WMC2482255	33
WMC2482257	31
WMC2482258	1
WMC2482260	33
WMC2482262	34
WMC2482263	6
WMC2482265	13
WMC2482266	16
WMC2482267	10
WMC2482268	31
WMC2482269	17
WMC2482270	15
WMC2482271	19
WMC2482275	8
WMC2482276	1
WMC2482277	27
WMC2482278	36
WMC2482279	26
WMC2482280	14
WMC2482282	29
WMC2482284	11
WMC2482285	31
WMC2482286	8
WMC2482287	8
WMC2482288	10
WMC2482289	26
WMC2482290	32
WMC2482291	32
WMC2482292	26
WMC2482293	30
WMC2482294	18
WMC2482296	29
WMC2482301	11
WMC2482302	13
WMC2482303	29
WMC2482304	6
WMC2482306	23
WMC2482307	17
WMC2482308	9
WMC2482309	16
WMC2482310	28
WMC2482312	20
WMC2482313	21
WMC2482314	31
WMC2482315	26
WMC2482317	8
WMC2482318	22
WMC2482319	29
WMC2482320	21
WMC2482321	12
WMC2482326	11
WMC2482327	32
WMC2482328	29
WMC2482329	25
WMC2482331	26
WMC2482335	14
WMC2482336	13
WMC2482337	117
WMC2482338	107
WMC2482339	84
WMC2482340	118
WMC2482342	98
WMC2482343	86
WMC2482345	104
WMC2482346	88
WMC2482347	72
WMC2482349	62
WMC2482350	106
WMC2482351	98
WMC2482352	102
WMC2482353	66
WMC2482354	94
WMC2482355	103
WMC2482356	104
WMC2482357	111
WMC2482358	39
WMC2482359	78
WMC2482360	122
WMC2482362	111
WMC2482363	114
WMC2482364	107
WMC2482365	64
WMC2482366	103
WMC2482367	96
WMC2482368	90
WMC2482369	61
WMC2482370	84
WMC2482371	91
WMC2482372	104
WMC2482373	93
WMC2482374	50
WMC2482375	122
WMC2482376	116
WMC2482377	85
WMC2482379	103
WMC2482380	87
WMC2482381	119
WMC2482382	77
WMC2482383	78
WMC2482384	81
WMC2482385	120
WMC2482386	120
WMC2482387	53
WMC2482388	96
WMC2482389	66
WMC2482390	52
WMC2482391	94
WMC2482392	96
WMC2482393	98
WMC2482394	68
WMC2482395	78
WMC2482396	109
WMC2482397	114
WMC2482398	89
WMC2482399	79
WMC2482400	106
WMC2482401	77
WMC2482402	95
WMC2482403	76
WMC2482404	118
WMC2482405	106
WMC2482406	53
WMC2482407	106
WMC2482408	103
WMC2482409	75
WMC2482410	100
WMC2482411	88
WMC2482412	60
WMC2482413	64
WMC2482414	50
WMC2482415	94
WMC2482416	71
WMC2482417	88
WMC2482419	96
WMC2482420	106
WMC2482421	109
WMC2482422	53
WMC2482424	80
WMC2482425	33
WMC2482426	118
WMC2482427	118
WMC2482428	90
WMC2482429	41
WMC2482430	93
WMC2482431	118
WMC2482432	104
WMC2482433	121
WMC2482435	49
WMC2482439	86
WMC2482441	93
WMC2482444	92
WMC2482446	101
WMC2482447	91
WMC2482449	81
WMC2482450	110
WMC2482451	102
WMC2482453	86
WMC2482454	118
WMC2482457	90
WMC2482458	72
WMC2482459	53
WMC2482460	107
WMC2482462	100
WMC2482463	91
WMC2482464	117
WMC2482465	117
WMC2482466	98
WMC2482467	99
WMC2482469	102
WMC2482472	98
WMC2482473	115
WMC2482474	95
WMC2482475	106
WMC2482477	78
WMC2482478	79
WMC2482479	105
WMC2482480	115
WMC2482481	84
WMC2482482	75
WMC2482483	60
WMC2482484	74
WMC2482486	102
WMC2482487	77
WMC2482488	109
WMC2482489	91
WMC2482491	41
WMC2482492	49
WMC2482493	106
WMC2482494	74
WMC2482495	83
WMC2482496	105
WMC2482497	82
WMC2482499	102
WMC2482501	91
WMC2482503	100
WMC2482504	75
WMC2482506	65
WMC2482507	111
WMC2482508	94
WMC2482509	75
WMC2482510	102
WMC2482511	115
WMC2482512	90
WMC2482513	96
WMC2482514	96
WMC2482515	118
WMC2482516	93
WMC2482517	76
WMC2482518	89
WMC2482519	120
WMC2482520	93
WMC2482522	110
WMC2482523	105
WMC2482524	95
WMC2482525	101
WMC2482526	101
WMC2482528	105
WMC2482529	75
WMC2482530	83
WMC2482531	62
WMC2482532	103
WMC2482533	102
WMC2482535	70
WMC2482539	92
WMC2482542	118
WMC2482543	118
WMC2482545	90
WMC2482546	88
WMC2482547	105
WMC2482549	100
WMC2482550	103
WMC2482551	69
WMC2482554	115
WMC2482555	75
WMC2482556	100
WMC2482557	54
WMC2482558	95
WMC2482559	92
WMC2482560	97
WMC2482561	100
WMC2482565	64
WMC2482566	102
WMC2482567	79
WMC2482569	110
WMC2482570	63
WMC2482572	81
WMC2482574	103
WMC2482575	60
WMC2482576	104
WMC2482578	48
WMC2482579	70
WMC2482580	82
WMC2482581	104
WMC2482583	67
WMC2482584	61
WMC2482585	95
WMC2482586	106
WMC2482587	106
WMC2482590	114
WMC2482593	80
WMC2482594	120
WMC2482595	61
WMC2482596	70
WMC2482597	77
WMC2482599	51
WMC2482600	114
WMC2482601	101
WMC2482603	70
WMC2482604	118
WMC2482605	106
WMC2482606	76
WMC2482607	82
WMC2482608	86
WMC2482609	109
WMC2482610	49
WMC2482611	103
WMC2482612	97
WMC2482613	100
WMC2482614	63
WMC2482615	75
WMC2482617	60
WMC2482618	91
WMC2482620	110
WMC2482622	95
WMC2482623	97
WMC2482625	103
WMC2482627	118
WMC2482629	99
WMC2482630	118
WMC2482631	85
WMC2482634	56
WMC2482635	52
WMC2482636	85
WMC2482637	109
WMC2482638	57
WMC2482639	75
WMC2482640	108
WMC2482641	94
WMC2482642	109
WMC2482643	85
WMC2482644	76
WMC2482645	113
WMC2482646	70
WMC2482649	66
WMC2482650	64
WMC2482651	85
WMC2482652	101
WMC2482653	101
WMC2482654	121
WMC2482656	103
WMC2482658	118
WMC2482661	87
WMC2482662	67
WMC2482663	81
WMC2482665	60
WMC2482668	68
WMC2482669	103
WMC2482671	59
WMC2482672	57
WMC2482673	116
WMC2482674	118
WMC2482675	50
WMC2482676	100
WMC2482677	49
WMC2482678	92
WMC2482679	99
WMC2482680	88
WMC2482681	53
WMC2482683	70
WMC2482685	63
WMC2482686	2
WMC2482688	103
WMC2482689	105
WMC2482690	117
WMC2482691	115
WMC2482692	100
WMC2482693	108
WMC2482694	103
WMC2482695	103
WMC2482696	100
WMC2482698	97
