	mc
WMC2485187	52
WMC2485189	18
WMC2485192	48
WMC2485193	17
WMC2485194	59
WMC2485195	14
WMC2485196	21
WMC2485197	69
WMC2485202	61
WMC2485203	18
WMC2485204	41
WMC2485205	58
WMC2485206	58
WMC2485208	16
WMC2485210	53
WMC2485211	48
WMC2485212	54
WMC2485213	9
WMC2485214	55
WMC2485216	16
WMC2485217	1
WMC2485218	29
WMC2485219	52
WMC2485220	55
WMC2485222	52
WMC2485225	58
WMC2485226	24
WMC2485229	65
WMC2485230	40
WMC2485232	58
WMC2485234	15
WMC2485235	64
WMC2485237	55
WMC2485238	1
WMC2485240	36
WMC2485241	39
WMC2485242	4
WMC2485244	50
WMC2485248	39
WMC2485249	58
WMC2485250	41
WMC2485252	20
WMC2485254	3
WMC2485256	65
WMC2485257	36
WMC2485259	39
WMC2485261	62
WMC2485262	16
WMC2485264	13
WMC2485265	3
WMC2485266	3
WMC2485267	17
WMC2485268	53
WMC2485269	53
WMC2485270	52
WMC2485272	4
WMC2485273	63
WMC2485274	49
WMC2485276	39
WMC2485278	58
WMC2485283	7
WMC2485284	43
WMC2485285	34
WMC2485286	43
WMC2485289	67
WMC2485290	59
WMC2485292	55
WMC2485293	20
WMC2485294	59
WMC2485296	65
WMC2485297	48
WMC2485298	39
WMC2485299	36
WMC2485301	63
WMC2485302	20
WMC2485305	61
WMC2485307	52
WMC2485308	49
WMC2485309	34
WMC2485310	34
WMC2485312	40
WMC2485313	53
WMC2485318	25
WMC2485322	20
WMC2485324	49
WMC2485325	16
WMC2485326	68
WMC2485328	3
WMC2485332	13
WMC2485337	63
WMC2485339	58
WMC2485340	69
WMC2485341	58
WMC2485342	7
WMC2485345	55
WMC2485347	4
WMC2485348	59
WMC2485349	63
WMC2485353	4
WMC2485355	2
WMC2485356	2
WMC2485357	3
WMC2485358	64
WMC2485360	36
WMC2485361	43
WMC2485362	49
WMC2485363	14
WMC2485365	63
WMC2485369	39
WMC2485370	61
WMC2485371	49
WMC2485372	55
WMC2485374	55
WMC2485376	37
WMC2485378	66
WMC2485379	55
WMC2485380	50
WMC2485381	1
WMC2485382	4
WMC2485384	4
WMC2485385	58
WMC2485386	18
WMC2485387	58
WMC2485389	29
WMC2485393	37
WMC2485395	21
WMC2485396	47
WMC2485398	43
WMC2485400	69
WMC2485401	60
WMC2485402	41
WMC2485403	59
WMC2485404	58
WMC2485405	3
WMC2485408	51
WMC2485409	200
WMC2485410	168
WMC2485411	201
WMC2485412	172
WMC2485414	210
WMC2485415	206
WMC2485417	183
WMC2485418	212
WMC2485419	8
WMC2485420	179
WMC2485421	190
WMC2485422	178
WMC2485424	183
WMC2485425	84
WMC2485426	176
WMC2485427	153
WMC2485428	189
WMC2485429	189
WMC2485430	158
WMC2485431	208
WMC2485432	176
WMC2485434	218
WMC2485435	211
WMC2485436	196
WMC2485437	165
WMC2485438	83
WMC2485439	159
WMC2485441	182
WMC2485442	208
WMC2485443	166
WMC2485444	201
WMC2485445	165
WMC2485446	209
WMC2485447	185
WMC2485448	209
WMC2485449	200
WMC2485450	179
WMC2485451	165
WMC2485452	81
WMC2485453	71
WMC2485454	172
WMC2485455	91
WMC2485456	184
WMC2485457	181
WMC2485458	135
WMC2485459	177
WMC2485460	184
WMC2485461	169
WMC2485462	208
WMC2485463	179
WMC2485464	139
WMC2485465	176
WMC2485466	163
WMC2485467	140
WMC2485468	209
WMC2485469	123
WMC2485470	175
WMC2485471	179
WMC2485472	191
WMC2485473	190
WMC2485474	189
WMC2485475	194
WMC2485476	79
WMC2485477	166
WMC2485478	131
WMC2485479	190
WMC2485480	190
WMC2485482	103
WMC2485483	100
WMC2485484	116
WMC2485485	183
WMC2485486	180
WMC2485487	197
WMC2485488	202
WMC2485489	183
WMC2485491	126
WMC2485492	166
WMC2485493	209
WMC2485494	165
WMC2485495	165
WMC2485496	177
WMC2485497	177
WMC2485498	159
WMC2485499	209
WMC2485500	217
WMC2485501	190
WMC2485502	87
WMC2485503	211
WMC2485504	162
WMC2485506	207
WMC2485507	87
WMC2485509	164
WMC2485510	182
WMC2485511	105
WMC2485513	82
WMC2485514	166
WMC2485516	71
WMC2485518	74
WMC2485519	69
WMC2485520	178
WMC2485521	168
WMC2485522	190
WMC2485523	82
WMC2485524	166
WMC2485525	162
WMC2485526	173
WMC2485527	173
WMC2485528	178
WMC2485530	175
WMC2485531	165
WMC2485532	180
WMC2485533	71
WMC2485534	160
WMC2485535	203
WMC2485536	170
WMC2485537	189
WMC2485538	172
WMC2485539	200
WMC2485541	158
WMC2485542	103
WMC2485543	209
WMC2485544	183
WMC2485545	69
WMC2485546	93
WMC2485547	115
WMC2485548	212
WMC2485549	162
WMC2485550	177
WMC2485551	169
WMC2485552	178
WMC2485553	90
WMC2485554	133
WMC2485555	216
WMC2485557	159
WMC2485558	88
WMC2485559	211
WMC2485560	102
WMC2485562	94
WMC2485563	196
WMC2485564	181
WMC2485565	218
WMC2485567	162
WMC2485568	168
WMC2485569	136
WMC2485570	81
WMC2485571	216
WMC2485572	158
WMC2485573	182
WMC2485574	158
WMC2485575	196
WMC2485576	212
WMC2485577	175
WMC2485578	182
WMC2485579	172
WMC2485580	87
WMC2485581	105
WMC2485582	193
WMC2485583	216
WMC2485584	137
WMC2485585	159
WMC2485586	114
WMC2485587	132
WMC2485588	163
WMC2485589	77
WMC2485590	75
WMC2485591	208
WMC2485592	83
WMC2485594	183
WMC2485595	71
WMC2485596	93
WMC2485597	192
WMC2485598	174
WMC2485600	80
WMC2485602	111
WMC2485603	173
WMC2485604	75
WMC2485607	134
WMC2485609	165
WMC2485610	206
WMC2485611	165
WMC2485612	178
WMC2485613	165
WMC2485614	158
WMC2485615	183
WMC2485616	170
WMC2485617	130
WMC2485619	197
WMC2485620	176
WMC2485621	119
WMC2485622	198
WMC2485623	162
WMC2485624	180
WMC2485625	91
WMC2485626	168
WMC2485627	76
WMC2485628	200
WMC2485629	112
WMC2485630	201
WMC2485631	217
WMC2485636	208
WMC2485637	178
WMC2485638	211
WMC2485639	189
WMC2485641	189
WMC2485646	165
WMC2485647	83
WMC2485648	171
WMC2485649	168
WMC2485650	163
WMC2485651	190
WMC2485652	215
WMC2485653	166
WMC2485654	179
WMC2485655	82
WMC2485656	99
WMC2485657	196
WMC2485658	169
WMC2485662	149
WMC2485663	168
WMC2485664	163
WMC2485665	169
WMC2485666	83
WMC2485667	172
WMC2485668	140
WMC2485669	165
WMC2485670	196
WMC2485671	82
WMC2485672	167
WMC2485673	167
WMC2485675	217
WMC2485676	209
WMC2485677	199
WMC2485678	201
WMC2485680	135
WMC2485681	189
WMC2485682	208
WMC2485683	204
WMC2485684	171
WMC2485685	75
WMC2485686	171
WMC2485687	111
WMC2485688	172
WMC2485689	166
WMC2485690	163
WMC2485691	163
WMC2485692	169
WMC2485693	184
WMC2485694	212
WMC2485695	71
WMC2485697	115
WMC2485699	177
WMC2485700	194
WMC2485701	136
WMC2485702	171
WMC2485703	169
WMC2485706	174
WMC2485708	195
WMC2485709	179
WMC2485710	201
WMC2485712	200
WMC2485714	184
WMC2485716	174
WMC2485717	166
WMC2485718	168
WMC2485719	87
WMC2485720	180
WMC2485721	210
WMC2485722	130
WMC2485723	173
WMC2485724	174
WMC2485725	169
WMC2485726	207
WMC2485727	134
WMC2485728	178
WMC2485729	203
WMC2485730	110
WMC2485731	179
WMC2485732	176
WMC2485733	142
WMC2485734	162
WMC2485735	204
WMC2485736	217
WMC2485738	165
WMC2485739	174
WMC2485740	189
WMC2485741	201
WMC2485742	201
WMC2485743	167
WMC2485744	191
WMC2485745	76
WMC2485746	178
WMC2485747	162
WMC2485748	82
WMC2485749	79
WMC2485750	218
WMC2485751	166
WMC2485752	214
WMC2485753	111
WMC2485754	71
WMC2485756	168
WMC2485757	203
WMC2485758	179
WMC2485759	82
WMC2485760	181
WMC2485761	203
WMC2485762	215
WMC2485763	154
WMC2485764	165
WMC2485765	117
WMC2485766	188
WMC2485767	93
WMC2485768	197
WMC2485769	172
WMC2485770	12
WMC2485771	208
WMC2485772	123
WMC2485773	158
WMC2485774	34
WMC2485775	197
WMC2485777	170
WMC2485779	173
WMC2485780	196
WMC2485781	182
WMC2485782	204
WMC2485783	162
WMC2485784	176
WMC2485788	173
WMC2485790	217
WMC2485791	75
WMC2485792	65
WMC2486177	152
WMC2486178	71
WMC2486179	83
WMC2486180	173
WMC2486181	92
WMC2486183	90
WMC2486185	94
WMC2486186	176
WMC2486187	91
WMC2486188	99
WMC2486189	136
WMC2486190	143
WMC2486191	116
WMC2486192	119
WMC2486193	123
WMC2486194	152
WMC2486195	99
WMC2486196	148
WMC2486197	137
WMC2486198	113
WMC2486199	123
WMC2486200	161
WMC2486201	94
WMC2486202	130
WMC2486203	109
WMC2486204	212
WMC2486205	74
WMC2486206	167
WMC2486207	117
WMC2486208	201
WMC2486210	154
WMC2486211	126
WMC2486212	144
WMC2486213	126
WMC2486216	162
WMC2486217	216
WMC2486219	140
WMC2486220	216
WMC2486221	119
WMC2486222	150
WMC2486223	82
WMC2486224	81
WMC2486225	109
WMC2486226	218
WMC2486227	123
WMC2486228	117
WMC2486229	150
WMC2486230	116
WMC2486231	155
WMC2486232	147
WMC2486233	153
WMC2486235	143
WMC2486236	123
WMC2486237	116
WMC2486240	123
WMC2486241	131
WMC2486242	119
WMC2486243	214
WMC2486244	78
WMC2486245	71
WMC2486246	81
WMC2486247	206
WMC2486248	132
WMC2486249	198
WMC2486250	137
WMC2486251	79
WMC2486252	101
WMC2486253	94
WMC2486254	135
WMC2486255	126
WMC2486257	163
WMC2486259	122
WMC2486260	83
WMC2486261	81
WMC2486262	105
WMC2486263	166
WMC2486264	150
WMC2486265	102
WMC2486266	142
WMC2486267	136
WMC2486268	124
WMC2486269	139
WMC2486270	155
WMC2486271	139
WMC2486272	120
WMC2486275	178
WMC2486278	152
WMC2486281	198
WMC2486282	139
WMC2486284	84
WMC2486286	77
WMC2486289	81
WMC2486292	144
WMC2486294	129
WMC2486295	128
WMC2486297	132
WMC2486298	134
WMC2486300	91
WMC2486302	93
WMC2486303	95
WMC2486305	12
WMC2486306	136
WMC2486307	167
WMC2486308	94
WMC2486311	154
WMC2486313	104
WMC2486315	82
WMC2486316	94
WMC2486317	138
WMC2486318	153
WMC2486319	145
WMC2486321	119
WMC2486323	138
WMC2486324	203
WMC2486327	108
WMC2486328	146
WMC2486329	91
WMC2486330	93
WMC2486332	79
WMC2486333	89
WMC2486335	71
WMC2486336	124
WMC2486338	130
WMC2486341	147
WMC2486343	145
WMC2486344	142
WMC2486345	94
WMC2486346	122
WMC2486348	105
WMC2486349	131
WMC2486351	122
WMC2486352	129
WMC2486354	104
WMC2486356	133
WMC2486357	95
WMC2486358	122
WMC2486362	131
WMC2486363	111
WMC2486364	75
WMC2486365	84
WMC2486368	158
WMC2486371	116
WMC2486372	108
WMC2486374	166
WMC2486375	118
WMC2486377	207
WMC2486382	76
WMC2486383	130
WMC2486384	130
WMC2486385	148
WMC2486389	91
WMC2486391	117
WMC2486392	148
WMC2486395	9
WMC2486397	117
WMC2486398	130
WMC2486405	79
WMC2486407	159
WMC2486408	179
WMC2486409	150
WMC2486412	131
WMC2486413	204
WMC2486415	129
WMC2486416	77
WMC2486418	124
WMC2486419	94
WMC2486420	86
WMC2486424	137
WMC2486425	140
WMC2486426	215
WMC2486428	94
WMC2486431	117
WMC2486433	82
WMC2486434	111
WMC2486436	217
WMC2486437	117
WMC2486439	159
WMC2486440	105
WMC2486441	85
WMC2486443	153
WMC2486444	117
WMC2486445	161
WMC2486446	154
WMC2486448	116
WMC2486449	123
WMC2486451	134
WMC2486453	123
WMC2486454	75
WMC2486456	201
WMC2486457	116
WMC2486460	89
WMC2486461	90
WMC2486463	79
WMC2486464	146
WMC2486473	132
WMC2486474	88
WMC2486476	116
WMC2486478	120
WMC2486479	129
WMC2486480	101
WMC2486483	102
WMC2486484	171
WMC2486486	104
WMC2486488	71
WMC2486489	131
WMC2486490	91
WMC2486493	115
WMC2486494	110
WMC2486496	145
WMC2486498	118
WMC2486499	118
WMC2486501	200
WMC2486503	129
WMC2486505	119
WMC2486506	113
WMC2486508	143
WMC2486514	129
WMC2486516	198
WMC2486517	116
WMC2486518	139
WMC2486519	117
WMC2486523	139
WMC2486526	94
WMC2486528	116
WMC2486531	100
WMC2486533	150
WMC2486534	154
WMC2486537	152
WMC2486539	133
WMC2486540	108
WMC2486541	154
WMC2486542	153
WMC2486543	148
WMC2486544	97
WMC2486545	77
WMC2486547	205
WMC2486549	100
WMC2486550	144
WMC2486551	153
WMC2486552	154
WMC2486553	143
WMC2486555	77
WMC2486556	146
WMC2486557	76
WMC2486558	131
WMC2486559	103
WMC2486560	119
WMC2486561	22
WMC2486562	58
WMC2486564	42
WMC2486565	48
WMC2486569	119
WMC2486570	49
WMC2486571	61
WMC2486572	20
WMC2486574	40
WMC2486575	69
WMC2486576	20
WMC2486577	14
WMC2486578	15
WMC2486579	49
WMC2486580	7
WMC2486582	3
WMC2486583	34
WMC2486586	25
WMC2486587	14
WMC2486588	62
WMC2486589	21
WMC2486590	58
WMC2486591	19
WMC2486592	69
WMC2486595	63
WMC2486596	67
WMC2486597	47
WMC2486600	53
WMC2486601	20
WMC2486604	20
WMC2486606	9
WMC2486607	57
WMC2486608	4
WMC2486609	48
WMC2486611	58
WMC2486612	1
WMC2486613	36
WMC2486614	50
WMC2486615	16
WMC2486616	20
WMC2486617	48
WMC2486619	34
WMC2486620	61
WMC2486621	68
WMC2486623	42
WMC2486624	21
WMC2486625	50
WMC2486626	18
WMC2486628	60
WMC2486629	9
WMC2486630	40
WMC2486631	61
WMC2486632	20
WMC2486633	58
WMC2486634	62
WMC2486635	62
WMC2486636	18
WMC2486637	58
WMC2486638	24
WMC2486639	57
WMC2486641	63
WMC2486643	49
WMC2486644	4
WMC2486645	17
WMC2486646	22
WMC2486647	19
WMC2486648	34
WMC2486649	63
WMC2486650	48
WMC2486651	9
WMC2486652	52
WMC2486653	54
WMC2486654	3
WMC2486655	48
WMC2486656	58
WMC2486657	48
WMC2486660	55
WMC2486663	4
WMC2486665	55
WMC2486669	63
WMC2486670	68
WMC2486672	50
WMC2486673	58
WMC2486675	49
WMC2486676	51
WMC2486678	3
WMC2486681	3
WMC2486683	69
WMC2486685	34
WMC2486686	3
WMC2486687	41
WMC2486688	50
WMC2486689	3
WMC2486693	50
WMC2486694	41
WMC2486695	50
WMC2486699	58
WMC2486702	69
WMC2486705	64
WMC2486706	21
WMC2486707	40
WMC2486708	50
WMC2486710	65
WMC2486711	66
WMC2486712	34
WMC2486714	61
WMC2486717	58
WMC2486718	34
WMC2486719	21
WMC2486720	40
WMC2486721	4
WMC2486723	68
WMC2486724	2
WMC2486725	68
WMC2486727	59
WMC2486729	9
WMC2486731	58
WMC2486732	20
WMC2486733	34
WMC2486734	12
WMC2486735	9
WMC2486736	58
WMC2486737	64
WMC2486738	18
WMC2486740	20
WMC2486743	60
WMC2486744	21
WMC2486746	18
WMC2486747	37
WMC2486749	60
WMC2486750	58
WMC2486751	56
WMC2486752	36
WMC2486753	39
WMC2486754	41
WMC2486755	48
WMC2486756	54
WMC2486763	34
WMC2486764	48
WMC2486766	65
WMC2486769	39
WMC2486770	3
WMC2486772	38
WMC2486773	41
WMC2486775	20
WMC2486778	53
WMC2486780	4
WMC2486781	36
WMC2486783	4
WMC2486788	58
WMC2486793	4
WMC2486794	64
WMC2486797	37
WMC2486801	65
WMC2486802	58
WMC2486803	51
WMC2486805	21
WMC2486806	36
WMC2486807	2
WMC2486808	57
WMC2486809	54
WMC2486810	68
WMC2486811	3
WMC2486812	61
WMC2486815	16
WMC2486816	4
WMC2486817	47
WMC2486819	16
WMC2486820	55
WMC2486821	64
WMC2486823	3
WMC2486824	51
WMC2486825	68
WMC2486827	61
WMC2486828	20
WMC2486829	39
WMC2486830	37
WMC2486832	39
WMC2486833	7
WMC2486835	38
WMC2486836	21
WMC2486838	40
WMC2486840	58
WMC2486843	26
WMC2486844	39
WMC2486845	20
WMC2486847	36
WMC2486848	61
WMC2486849	48
WMC2486851	19
WMC2486857	61
WMC2486858	24
WMC2486859	67
WMC2486860	34
WMC2486861	34
WMC2486862	20
WMC2486863	61
WMC2486864	60
WMC2486865	64
WMC2486869	5
WMC2486870	17
WMC2486871	39
WMC2486872	41
WMC2486874	53
WMC2486877	20
WMC2486878	50
WMC2486879	4
WMC2486880	56
WMC2486882	64
WMC2486885	57
WMC2486886	65
WMC2486887	49
WMC2486888	61
WMC2486889	3
WMC2486890	3
WMC2486892	20
WMC2486893	9
WMC2486894	3
WMC2486895	46
WMC2486896	17
WMC2486897	20
WMC2486898	50
WMC2486899	53
WMC2486900	23
WMC2486901	43
WMC2486902	20
WMC2486903	58
WMC2486905	4
WMC2486906	43
WMC2486907	14
WMC2486908	22
WMC2486909	61
WMC2486912	59
WMC2486913	57
WMC2486914	40
WMC2486915	13
WMC2486916	46
WMC2486917	67
WMC2486918	41
WMC2486920	40
WMC2486921	64
WMC2486923	63
WMC2486924	48
WMC2486925	48
WMC2486926	3
WMC2486927	61
WMC2486928	58
WMC2486929	23
WMC2486931	58
WMC2486932	54
WMC2486933	63
WMC2486935	19
WMC2486936	15
WMC2486937	37
WMC2486940	58
WMC2486941	19
WMC2486943	16
WMC2486944	34
WMC2486945	75
WMC2486946	214
WMC2486947	119
WMC2486948	197
WMC2486949	204
WMC2486951	8
WMC2486953	158
WMC2486954	122
WMC2486955	119
WMC2486956	139
WMC2486957	209
WMC2486958	204
WMC2486960	187
WMC2486961	81
WMC2486962	198
WMC2486963	217
WMC2486964	166
WMC2486965	212
WMC2486966	165
WMC2486968	128
WMC2486970	179
WMC2486971	117
WMC2486972	175
WMC2486973	218
WMC2486974	80
WMC2486975	89
WMC2486977	213
WMC2486979	90
WMC2486980	89
WMC2486981	92
WMC2486983	81
WMC2486984	208
WMC2486985	125
WMC2486986	92
WMC2486987	218
WMC2486988	117
WMC2486989	216
WMC2486991	184
WMC2486992	215
WMC2486993	193
WMC2486994	216
WMC2486995	151
WMC2486997	215
WMC2486998	105
WMC2486999	160
WMC2487001	161
WMC2487002	208
WMC2487003	211
WMC2487004	207
WMC2487005	132
WMC2487007	84
WMC2487008	82
WMC2487010	90
WMC2487012	218
WMC2487014	165
WMC2487015	147
WMC2487016	117
WMC2487018	133
WMC2487020	70
WMC2487021	111
WMC2487022	171
WMC2487023	162
WMC2487024	78
WMC2487025	190
WMC2487028	138
WMC2487030	89
WMC2487031	77
WMC2487032	129
WMC2487033	192
WMC2487035	207
WMC2487036	84
WMC2487037	84
WMC2487038	92
WMC2487039	80
WMC2487046	184
WMC2487049	113
WMC2487050	93
WMC2487055	79
WMC2487058	190
WMC2487059	10
WMC2487060	216
WMC2487061	132
WMC2487062	198
WMC2487063	128
WMC2487065	158
WMC2487068	131
WMC2487069	90
WMC2487070	186
WMC2487071	178
WMC2487073	118
WMC2487074	208
WMC2487075	105
WMC2487076	164
WMC2487078	205
WMC2487079	215
WMC2487080	190
WMC2487082	168
WMC2487086	204
WMC2487089	131
WMC2487091	165
WMC2487094	133
WMC2487095	81
WMC2487096	218
WMC2487097	206
WMC2487098	170
WMC2487099	196
WMC2487100	200
WMC2487104	216
WMC2487106	189
WMC2487107	165
WMC2487108	89
WMC2487111	217
WMC2487116	159
WMC2487118	89
WMC2487120	200
WMC2487123	173
WMC2487124	213
WMC2487127	145
WMC2487128	74
WMC2487130	88
WMC2487131	192
WMC2487134	73
WMC2487136	212
WMC2487140	158
WMC2487143	185
WMC2487145	209
WMC2487147	175
WMC2487148	218
WMC2487150	189
WMC2487153	198
WMC2487154	73
WMC2487157	167
WMC2487158	218
WMC2487159	120
WMC2487160	216
WMC2487162	201
WMC2487164	86
WMC2487167	135
WMC2487168	215
WMC2487172	217
WMC2487174	85
WMC2487175	158
WMC2487176	103
WMC2487177	115
WMC2487180	82
WMC2487181	169
WMC2487182	205
WMC2487183	201
WMC2487185	93
WMC2487186	180
WMC2487187	213
WMC2487188	90
WMC2487189	196
WMC2487190	74
WMC2487191	73
WMC2487192	171
WMC2487195	75
WMC2487196	125
WMC2487199	180
WMC2487200	114
WMC2487201	213
WMC2487203	80
WMC2487204	203
WMC2487205	197
WMC2487207	198
WMC2487209	105
WMC2487211	72
WMC2487215	154
WMC2487216	213
WMC2487217	201
WMC2487218	91
WMC2487219	89
WMC2487220	210
WMC2487221	85
WMC2487225	192
WMC2487228	208
WMC2487230	206
WMC2487231	207
WMC2487232	162
WMC2487233	205
WMC2487234	10
WMC2487236	158
WMC2487237	79
WMC2487239	105
WMC2487241	93
WMC2487242	160
WMC2487244	213
WMC2487245	114
WMC2487246	213
WMC2487247	76
WMC2487248	203
WMC2487250	167
WMC2487254	121
WMC2487257	180
WMC2487258	215
WMC2487260	119
WMC2487261	120
WMC2487262	170
WMC2487269	74
WMC2487270	156
WMC2487272	167
WMC2487274	91
WMC2487278	75
WMC2487279	162
WMC2487280	181
WMC2487282	192
WMC2487285	178
WMC2487287	154
WMC2487288	162
WMC2487289	129
WMC2487291	134
WMC2487293	216
WMC2487299	8
WMC2487301	114
WMC2487303	214
WMC2487305	125
WMC2487307	175
WMC2487308	185
WMC2487309	178
WMC2487311	209
WMC2487312	178
WMC2487313	87
WMC2487317	201
WMC2487319	88
WMC2487320	214
WMC2487321	90
WMC2487323	175
WMC2487327	89
WMC2487328	192
WMC2487714	194
WMC2487715	152
WMC2487716	121
WMC2487717	152
WMC2487719	212
WMC2487721	200
WMC2487722	113
WMC2487724	162
WMC2487726	116
WMC2487727	153
WMC2487728	103
WMC2487729	194
WMC2487730	128
WMC2487732	86
WMC2487733	94
WMC2487734	145
WMC2487735	86
WMC2487738	148
WMC2487739	187
WMC2487740	130
WMC2487741	131
WMC2487742	102
WMC2487743	76
WMC2487744	101
WMC2487745	206
WMC2487746	200
WMC2487747	97
WMC2487748	102
WMC2487749	206
WMC2487751	116
WMC2487752	100
WMC2487753	104
WMC2487754	81
WMC2487755	117
WMC2487756	144
WMC2487757	94
WMC2487759	213
WMC2487761	137
WMC2487762	132
WMC2487763	150
WMC2487764	89
WMC2487765	213
WMC2487767	141
WMC2487768	121
WMC2487769	89
WMC2487771	83
WMC2487773	114
WMC2487775	99
WMC2487776	133
WMC2487777	154
WMC2487778	149
WMC2487779	140
WMC2487780	138
WMC2487782	148
WMC2487783	121
WMC2487784	148
WMC2487785	132
WMC2487786	140
WMC2487789	154
WMC2487790	152
WMC2487791	123
WMC2487793	111
WMC2487796	211
WMC2487798	131
WMC2487799	186
WMC2487801	160
WMC2487802	131
WMC2487803	213
WMC2487804	204
WMC2487806	132
WMC2487807	131
WMC2487808	149
WMC2487814	123
WMC2487815	106
WMC2487820	94
WMC2487824	136
WMC2487825	138
WMC2487828	109
WMC2487829	148
WMC2487830	129
WMC2487831	136
WMC2487833	104
WMC2487834	150
WMC2487837	123
WMC2487839	84
WMC2487840	84
WMC2487843	137
WMC2487844	155
WMC2487846	89
WMC2487847	105
WMC2487849	150
WMC2487853	80
WMC2487855	123
WMC2487859	137
WMC2487860	137
WMC2487863	75
WMC2487864	197
WMC2487865	159
WMC2487866	84
WMC2487868	89
WMC2487869	117
WMC2487870	116
WMC2487871	103
WMC2487872	113
WMC2487876	116
WMC2487879	87
WMC2487883	178
WMC2487884	137
WMC2487885	215
WMC2487887	148
WMC2487888	115
WMC2487890	115
WMC2487892	109
WMC2487894	129
WMC2487900	103
WMC2487901	152
WMC2487904	121
WMC2487907	116
WMC2487910	152
WMC2487911	139
WMC2487916	123
WMC2487918	98
WMC2487925	147
WMC2487927	129
WMC2487930	81
WMC2487932	135
WMC2487933	123
WMC2487935	154
WMC2487938	96
WMC2487940	96
WMC2487941	192
WMC2487943	91
WMC2487949	136
WMC2487956	201
WMC2487957	162
WMC2487958	202
WMC2487959	111
WMC2487960	154
WMC2487964	147
WMC2487967	109
WMC2487969	144
WMC2487970	123
WMC2487971	148
WMC2487973	153
WMC2487974	116
WMC2487975	147
WMC2487976	158
WMC2487977	93
WMC2487981	154
WMC2487982	97
WMC2487984	139
WMC2487987	212
WMC2487990	103
WMC2487993	146
WMC2487996	97
WMC2487998	150
WMC2487999	118
WMC2488000	118
WMC2488005	146
WMC2488010	132
WMC2488012	130
WMC2488013	218
WMC2488014	104
WMC2488015	137
WMC2488016	121
WMC2488019	108
WMC2488020	133
WMC2488022	117
WMC2488024	106
WMC2488028	130
WMC2488029	188
WMC2488032	129
WMC2488036	141
WMC2488037	151
WMC2488039	200
WMC2488040	136
WMC2488049	133
WMC2488050	144
WMC2488055	114
WMC2488056	132
WMC2488057	11
WMC2488061	139
WMC2488062	106
WMC2488064	143
WMC2488067	88
WMC2488068	119
WMC2488069	129
WMC2488070	94
WMC2488074	104
WMC2488075	140
WMC2488076	110
WMC2488077	90
WMC2488078	80
WMC2488079	94
WMC2488081	149
WMC2488085	174
WMC2488087	139
WMC2488088	139
WMC2488089	123
WMC2488091	148
WMC2488092	136
WMC2488094	138
WMC2488096	129
WMC2488098	26
WMC2488100	64
WMC2488101	58
WMC2488102	48
WMC2488103	20
WMC2488105	24
WMC2488107	22
WMC2488108	21
WMC2488109	52
WMC2488110	20
WMC2488111	20
WMC2488114	46
WMC2488115	64
WMC2488116	9
WMC2488117	69
WMC2488118	1
WMC2488120	20
WMC2488121	60
WMC2488122	52
WMC2488123	17
WMC2488124	20
WMC2488125	58
WMC2488126	19
WMC2488127	14
WMC2488128	62
WMC2488130	19
WMC2488131	13
WMC2488132	20
WMC2488133	9
WMC2488134	59
WMC2488135	20
WMC2488136	52
WMC2488138	59
WMC2488139	70
WMC2488140	61
WMC2488141	63
WMC2488142	19
WMC2488143	18
WMC2488144	21
WMC2488145	68
WMC2488146	63
WMC2488147	63
WMC2488148	52
WMC2488149	61
WMC2488150	14
WMC2488151	4
WMC2488152	14
WMC2488153	17
WMC2488155	20
WMC2488156	65
WMC2488157	68
WMC2488159	15
WMC2488160	3
WMC2488161	25
WMC2488162	45
WMC2488164	48
WMC2488165	50
WMC2488166	25
WMC2488167	50
WMC2488169	50
WMC2488170	26
WMC2488171	17
WMC2488172	61
WMC2488174	41
WMC2488175	55
WMC2488177	48
WMC2488179	17
WMC2488180	63
WMC2488181	70
WMC2488182	20
WMC2488183	26
WMC2488184	50
WMC2488185	40
WMC2488186	61
WMC2488187	23
WMC2488188	43
WMC2488189	63
WMC2488190	26
WMC2488198	52
WMC2488199	13
WMC2488205	69
WMC2488206	22
WMC2488209	22
WMC2488210	18
WMC2488212	64
WMC2488213	13
WMC2488214	8
WMC2488215	17
WMC2488216	15
WMC2488217	67
WMC2488218	1
WMC2488219	58
WMC2488220	34
WMC2488222	52
WMC2488223	17
WMC2488224	3
WMC2488225	2
WMC2488226	51
WMC2488227	23
WMC2488228	46
WMC2488229	19
WMC2488231	64
WMC2488232	19
WMC2488233	25
WMC2488234	42
WMC2488236	64
WMC2488237	40
WMC2488239	49
WMC2488240	42
WMC2488242	4
WMC2488245	61
WMC2488246	20
WMC2488247	22
WMC2488248	19
WMC2488250	20
WMC2488251	61
WMC2488252	39
WMC2488255	50
WMC2488257	22
WMC2488258	20
WMC2488259	68
WMC2488260	15
WMC2488261	58
WMC2488263	18
WMC2488265	25
WMC2488269	70
WMC2488270	20
WMC2488271	44
WMC2488272	22
WMC2488273	19
WMC2488274	14
WMC2488276	20
WMC2488277	94
WMC2488278	63
WMC2488279	24
WMC2488282	50
WMC2488283	52
WMC2488284	53
WMC2488285	67
WMC2488288	20
WMC2488292	16
WMC2488295	64
WMC2488298	20
WMC2488299	63
WMC2488302	37
WMC2488303	53
WMC2488304	4
WMC2488306	34
WMC2488307	35
WMC2488308	63
WMC2488312	18
WMC2488314	63
WMC2488316	13
